date, pm25, pm10, o3, no2, so2, co
2025/2/26, , , 107, 55, 1, 
2025/2/27, , , 93, 60, 5, 
2025/2/28, , , 56, 71, 4, 
2025/3/1, , , 61, 50, 7, 
2025/3/2, , , 54, 48, 1, 
2025/3/3, , , 53, 53, 2, 
2025/3/4, , , 39, 54, 5, 
2025/3/5, , , 46, 52, 4, 
2025/3/6, , , 61, 56, 3, 
2025/3/7, , , 73, 74, 5, 
2025/3/8, , , 79, 67, 12, 
2025/3/9, , , 49, 52, 3, 
2025/3/10, , , 91, 64, 10, 
2024/10/1, , , 11, 9, , 
2024/10/2, , , 30, 7, , 
2024/10/3, , , 17, 6, 4, 
2024/10/4, , , 17, 7, , 
2024/10/5, , , 1, 9, , 
2024/10/6, , , 35, 13, , 
2024/10/7, , , 57, 11, , 
2024/10/8, , , 46, 9, , 
2024/10/9, , , 19, 7, , 
2024/10/10, , , 27, 7, , 
2024/10/11, , , 46, 71, , 
2024/10/12, , , 71, , , 
2024/10/14, , , 56, 4, , 
2024/10/15, , , 56, 7, , 
2024/10/16, , , 45, 26, , 
2024/10/17, , , 28, 20, , 
2024/10/18, , , 34, 16, , 
2024/10/19, , , 14, 18, , 
2024/10/20, , , 63, 14, , 
2024/10/21, , , 41, 10, 44, 
2024/10/22, , , 61, 8, , 
2024/10/23, , , 37, 33, 2, 
2024/10/24, , , 41, 16, , 11
2024/10/25, , , 44, 15, 4, 
2024/10/26, , , 40, 14, 2, 
2024/10/27, , , 65, 12, 1, 
2024/10/28, , , 38, 8, , 
2024/10/29, , , 31, 6, 3, 
2024/10/30, , , 45, 7, 3, 
2024/10/31, , , 47, 7, 5, 
2024/11/1, , , 43, 7, 4, 
2024/11/2, , , 43, 6, 1, 
2024/11/3, , , 53, 7, 1, 
2024/11/4, , , 39, 7, 2, 
2024/11/5, , , 40, 7, 3, 
2024/11/6, , , 45, 6, 2, 
2024/11/7, , , 48, 6, 1, 
2024/11/8, , , 45, 2, 3, 
2024/11/9, , , 42, , 5, 
2024/11/10, , , 45, , 6, 
2024/11/11, , , 68, 17, 1, 
2024/11/12, , , 45, 31, 112, 
2024/11/13, , , 49, 22, 1, 
2024/11/14, , , 45, 10, , 
2024/11/15, , , 47, 9, 2, 
2024/11/16, , , 52, 8, 1, 
2024/11/17, , , 60, 9, 1, 
2024/11/18, , , 38, 8, , 
2024/11/19, , , 54, 7, 1, 
2024/11/20, , , 71, 5, , 
2024/11/21, , , 64, 2, , 
2024/11/22, , , 76, 1, , 
2024/11/23, , , 85, 1, 1, 
2024/11/24, , , 77, 2, 3, 
2024/11/25, , , 54, 10, 1, 
2024/11/26, , , 46, 10, 2, 
2024/11/27, , , 49, , 4, 
2024/11/28, , , 47, 32, , 
2024/11/29, , , 44, 19, 3, 
2024/11/30, , , 63, 17, 2, 
2024/12/1, , , 64, , , 
2024/12/4, , , 69, 16, 1, 
2024/12/5, , , 74, 26, 2, 
2024/12/6, , , 43, 33, 2, 
2024/12/7, , , 46, 30, 4, 
2024/12/8, , , 47, 32, 3, 
2024/12/9, , , 32, 26, 3, 
2024/12/10, , , 46, 28, 2, 
2024/12/11, , , 54, 32, 2, 
2024/12/12, , , 42, 24, 2, 
2024/12/13, , , 41, 22, 2, 
2024/12/14, , , 53, 24, 4, 
2024/12/15, , , 57, 30, 5, 
2024/12/16, , , 46, 34, 1, 
2024/12/17, , , 49, 32, 3, 
2024/12/18, , , 92, 33, 1, 
2024/12/19, , , 61, 26, 3, 
2024/12/20, , , 47, 22, 3, 
2024/12/21, , , 50, 21, 10, 
2024/12/22, , , 32, 29, 4, 
2024/12/23, , , 29, 30, 16, 
2024/12/24, , , 34, 26, 17, 
2024/12/25, , , 41, 25, 14, 
2024/12/26, , , 34, 22, 21, 
2024/12/27, , , 27, 21, 8, 
2024/12/28, , , 32, 19, 18, 
2024/12/29, , , 31, , , 
2024/7/10, , , 3, 23, 4, 
2024/7/11, , , 4, 18, 3, 
2024/7/12, , , 4, 16, 1, 
2024/7/13, , , 4, 13, 4, 
2024/7/14, , , 3, 11, 3, 
2024/7/15, , , 3, 15, 3, 
2024/7/16, , , 5, 16, 1, 
2024/7/17, , , 4, 14, , 
2024/7/18, , , 5, 12, 4, 
2024/7/19, , , 5, 12, 3, 
2024/7/20, , , 4, 11, 3, 
2024/7/21, , , 5, 10, 2, 
2024/7/22, , , 5, 11, , 
2024/7/23, , , 4, 10, 3, 
2024/7/24, , , 5, 9, 2, 
2024/7/25, , , 2, 9, 3, 
2024/7/26, , , 3, 9, 1, 
2024/7/27, , , 3, 8, 2, 
2024/7/28, , , 3, 8, 2, 
2024/7/29, , , 3, 8, 2, 
2024/7/30, , , 3, 9, 3, 
2024/7/31, , , 4, 10, 4, 
2024/8/1, , , 3, 9, 3, 
2024/8/2, , , 4, 8, 2, 
2024/8/3, , , 3, 8, 1, 
2024/8/4, , , 3, 8, 2, 
2024/8/5, , , 3, 8, 6, 
2024/8/6, , , 3, 9, 3, 
2024/8/7, , , 3, 8, 5, 
2024/8/8, , , 19, 8, 1, 
2024/8/9, , , 3, 9, , 
2024/8/10, , , 3, 9, , 
2024/8/11, , , 3, 9, , 
2024/8/12, , , 3, 9, , 
2024/8/13, , , 3, 10, , 
2024/8/14, , , 3, 9, , 
2024/8/15, , , 4, 8, , 
2024/8/16, , , 4, 9, , 
2024/8/17, , , 4, 10, , 
2024/8/18, , , 3, 11, , 
2024/8/19, , , 4, 12, , 
2024/8/20, , , 37, 12, , 
2024/8/21, , , 8, 11, 3, 
2024/8/22, , , 3, 10, , 
2024/8/23, , , 3, 8, , 
2024/8/24, , , 3, 6, , 
2024/8/25, , , 4, 7, , 
2024/8/26, , , 4, 6, , 
2024/8/27, , , 3, 7, , 
2024/8/28, , , 3, 7, , 
2024/8/29, , , 16, 7, , 
2024/8/30, , , 4, 4, , 
2024/8/31, , , 3, 4, , 
2024/9/1, , , 2, 3, , 
2024/9/2, , , 4, 4, , 
2024/9/3, , , 4, 3, , 
2024/9/4, , , 2, 4, , 
2024/9/5, , , 3, 4, , 
2024/9/6, , , 4, 4, , 
2024/9/7, , , 4, 3, , 
2024/9/8, , , 3, 4, , 
2024/9/9, , , 4, 3, , 
2024/9/11, , , 3, 5, , 
2024/9/15, , , 5, 103, , 
2024/9/16, , , 4, 126, , 
2024/9/17, , , 7, 10, , 
2024/9/18, , , 6, 9, , 
2024/9/19, , , 3, 9, 1, 
2024/9/20, , , 2, 8, , 
2024/9/21, , , 1, 7, , 
2024/9/22, , , 1, 7, , 
2024/9/23, , , 1, 8, , 
2024/9/24, , , 1, 8, , 
2024/9/25, , , 2, 9, , 
2024/9/26, , , 1, 6, , 
2024/9/27, , , 1, 5, , 
2024/9/28, , , 2, 6, , 
2024/9/29, , , 23, 8, , 
2024/9/30, , , 9, 10, , 
2023/8/16, , , 35, , 36, 17
2023/8/17, , , 36, , 32, 18
2023/8/18, , , 35, , 32, 17
2023/8/19, , , 37, , 34, 20
2023/8/20, , , 36, , 39, 18
2023/8/21, , , 34, , 49, 19
2023/8/22, , , 37, , 48, 18
2023/8/24, , , 33, 3, 2, 17
2023/8/25, , , 27, 2, 7, 17
2023/8/26, , , 33, 2, 6, 17
2023/8/27, , , 34, 1, 8, 18
2023/8/28, , , 37, 2, 6, 18
2023/8/29, , , 37, 2, 10, 17
2023/8/30, , , 37, 4, 8, 18
2023/8/31, , , 38, 4, 7, 18
2023/9/1, , , 38, 3, 6, 18
2023/9/2, , , 38, , 6, 19
2023/9/3, , , 40, , 5, 18
2023/9/4, , , 40, , 6, 18
2023/9/5, , , 42, 3, 6, 18
2023/9/6, , , 42, 3, 5, 19
2023/9/7, , , 41, 3, 7, 21
2023/9/8, , , 43, 3, 6, 19
2023/9/9, , , 45, 2, 5, 18
2023/9/10, , , 46, 3, 6, 
2023/9/11, , , 45, 3, 5, 
2023/9/12, , , 45, 3, 5, 18
2023/9/13, , , 47, 4, 5, 19
2023/9/14, , , 48, 5, 6, 19
2024/10/13, , , , 6, , 
2024/12/3, , , , 16, 175, 
