date, pm25, pm10, o3, no2, so2, co
2026/1/1, 111, 78, 22, 32, 2, 
2026/1/2, 142, 91, 15, 40, 1, 
2026/1/3, 156, 110, 15, 40, 4, 
2026/1/4, 171, 94, 20, 37, , 
2026/1/5, 164, 99, 18, 38, 3, 
2026/1/6, 165, , , , , 
2025/10/1, 55, 25, 9, 9, 1, 
2025/10/2, 59, 34, 8, 7, 1, 
2025/10/3, 65, 35, 9, 10, , 
2025/10/4, 44, 56, 9, 12, 2, 
2025/10/5, 72, 48, 51, 16, 71, 
2025/10/6, 69, 44, 3, 11, 1, 
2025/10/7, 59, 57, 8, 14, 2, 
2025/10/8, 60, 92, 22, 22, 2, 
2025/10/9, 117, 111, 21, 25, , 
2025/10/10, 165, 129, 21, 25, 2, 
2025/10/11, 154, 127, 22, 25, 2, 
2025/10/12, 155, 104, 21, 29, , 
2025/10/13, 149, 100, 25, 29, , 
2025/10/14, 150, 102, 22, 30, 4, 
2025/10/15, 154, 87, 29, 27, 2, 
2025/10/16, 143, 61, 19, 22, 2, 
2025/10/17, 100, 83, 31, 23, 2, 
2025/10/18, 153, 65, 26, 20, 1, 
2025/10/19, 160, 126, 22, 24, 1, 
2025/10/20, 199, 125, 23, 15, 1, 
2025/10/21, 196, 70, 22, 16, 5, 
2025/10/22, 140, 67, 13, 17, 2, 
2025/10/23, 125, 57, 12, 19, 3, 
2025/10/24, 100, 38, 6, 15, 4, 
2025/10/25, 61, 37, 8, 13, 4, 
2025/10/26, 62, 31, 7, 13, 2, 
2025/10/27, 67, 48, 9, 14, 2, 
2025/10/28, 75, 61, 11, 16, 2, 
2025/10/29, 84, 50, 10, 16, 2, 
2025/10/30, 79, 46, 5, 18, 1, 
2025/10/31, 70, 47, 7, 15, 3, 
2025/11/1, 142, 47, 4, 15, 1, 
2025/11/2, 63, 39, 34, 15, 52, 
2025/11/3, 67, 50, 12, 16, 1, 
2025/11/4, 92, 55, 14, 16, , 
2025/11/5, 83, 78, 23, 18, , 
2025/11/6, 112, 100, 24, 26, 2, 
2025/11/7, 156, 83, 21, 27, 4, 
2025/11/8, 121, 80, 18, 25, 4, 
2025/11/9, 123, 87, 26, 29, 4, 
2025/11/10, 138, 95, 33, 33, 5, 
2025/11/11, 152, 94, 27, 27, 5, 
2025/11/12, 152, 97, 28, 29, 4, 
2025/11/13, 153, 101, 27, 34, 2, 
2025/11/14, 161, 107, 26, 42, 4, 
2025/11/15, 161, 96, 27, 29, 2, 
2025/11/16, 158, 100, 29, 25, 5, 
2025/11/17, 162, 105, 30, 30, 3, 
2025/11/18, 166, 114, 29, 31, 5, 
2025/11/19, 167, 111, 32, 39, 2, 
2025/11/20, 166, 117, 34, 38, 2, 
2025/11/21, 173, 126, 35, 43, 6, 
2025/11/22, 175, 129, 47, 39, 5, 
2025/11/23, 182, 120, 28, 43, 4, 
2025/11/24, 177, 115, 35, 41, 3, 
2025/11/25, 177, 99, 45, 40, 1, 
2025/11/26, 169, 94, 20, 34, 5, 
2025/11/27, 165, 86, 15, 35, 2, 
2025/11/28, 158, 78, 15, 30, 6, 
2025/11/29, 141, 70, 21, 31, 4, 
2025/11/30, 139, 81, 30, 40, 7, 
2025/12/1, 154, 83, 31, 43, 7, 
2025/12/2, 153, 85, 35, 37, 5, 
2025/12/3, 157, 84, 25, 25, 7, 
2025/12/4, 159, 85, 29, 29, 8, 
2025/12/5, 157, 79, 28, 28, 7, 
2025/12/6, 148, 80, 35, 28, 5, 
2025/12/7, 153, 86, 20, 41, 4, 
2025/12/8, 152, 72, 31, 32, 7, 
2025/12/9, 116, 61, 18, 32, 8, 
2025/12/10, 90, 65, 19, 33, 8, 
2025/12/11, 98, 77, 25, 38, , 
2025/12/12, 128, 77, 28, 17, , 
2025/12/13, 135, 83, 26, 18, , 
2025/12/14, 148, 76, 21, 22, 4, 
2025/12/15, 142, 73, 31, 30, 1, 
2025/12/16, 130, 85, 31, 38, 1, 
2025/12/17, 152, 88, 23, 41, , 
2025/12/18, 155, 79, 27, 38, , 
2025/12/19, 139, 71, 15, 37, 4, 
2025/12/20, 115, 67, 22, 32, , 
2025/12/21, 100, 77, 17, 38, , 
2025/12/22, 136, 69, 21, 32, , 
2025/12/23, 113, 60, 24, 30, , 
2025/12/24, 94, 78, 27, 40, , 
2025/12/25, 126, 85, 40, 41, 1, 
2025/12/26, 161, 88, 27, 37, , 
2025/12/27, 156, 90, 32, 42, 2, 
2025/12/28, 158, , , , , 
2025/7/1, 54, 49, 8, 7, 1, 
2025/7/2, 56, 47, 9, 5, 3, 
2025/7/3, 56, 49, 9, 5, 2, 
2025/7/4, 55, 2, 9, 6, , 
2025/7/5, 57, 3, 11, 4, 1, 
2025/7/6, 59, 5, 67, 6, 2, 
2025/7/7, 60, 22, 9, 6, , 
2025/7/8, 66, 30, 8, 6, 11, 
2025/7/9, 50, 30, 9, 6, , 
2025/7/10, 53, 27, 12, 5, 3, 
2025/7/11, 65, 27, 11, 6, 1, 
2025/7/12, 66, 27, 10, 6, 4, 
2025/7/13, 55, 27, 9, 8, 2, 
2025/7/14, 39, 38, 5, 9, 1, 
2025/7/15, 59, 66, 9, 7, 1, 
2025/7/16, 58, 69, 9, 8, , 
2025/7/17, 66, 65, 9, 7, 5, 
2025/7/18, 60, 63, 8, 7, 1, 
2025/7/19, 57, 54, 9, 7, 3, 
2025/7/20, 55, 58, , 12, 3, 
2025/7/21, 84, 49, 5, 11, 2, 
2025/7/22, 51, 48, 5, 11, , 
2025/7/23, 55, 55, 8, 8, 2, 
2025/7/24, 54, 48, 8, 8, 2, 
2025/7/25, 51, 55, 10, 7, 1, 
2025/7/26, 57, 62, 11, 5, , 
2025/7/27, 66, 61, 11, 6, 1, 
2025/7/28, 69, 61, 10, 6, 2, 
2025/7/29, 63, 64, 10, 7, , 
2025/7/30, 63, 69, 10, 6, 1, 
2025/7/31, 62, 57, 26, 5, 87, 
2025/8/1, 65, 42, 9, 4, 8, 
2025/8/2, 79, 45, 10, 5, 2, 
2025/8/3, 53, 49, 11, 5, 4, 
2025/8/4, 56, 47, 12, 5, 9, 
2025/8/5, 59, 54, 9, 6, 3, 
2025/8/6, 54, 37, 9, 6, 5, 
2025/8/7, 62, 53, 7, 6, 5, 
2025/8/8, 65, 175, 8, 6, 8, 
2025/8/9, 75, 42, 5, 5, 5, 
2025/8/10, 60, 49, 6, 5, 2, 
2025/8/11, 68, 33, 7, 5, 2, 
2025/8/12, 51, 27, 5, 6, 1, 
2025/8/13, 49, 27, 8, 6, 5, 
2025/8/14, 57, 21, 9, 6, 2, 
2025/8/15, 48, 17, 5, 6, 5, 
2025/8/16, 39, 29, 6, 6, 2, 
2025/8/17, 61, 24, 8, 6, 5, 
2025/8/18, 43, 13, 11, 5, 4, 
2025/8/19, 35, 41, 8, 6, 4, 
2025/8/20, 57, 39, 10, 6, 2, 
2025/8/21, 52, 43, 8, 4, 4, 
2025/8/22, 54, 48, 9, 3, 4, 
2025/8/23, 47, 42, 10, 3, 4, 
2025/8/24, 43, 28, 8, 3, 3, 
2025/8/25, 34, 38, 5, 3, 3, 
2025/8/26, 35, 46, 7, 4, 1, 
2025/8/27, 48, 50, 4, 3, 2, 
2025/8/28, 45, 40, 4, 2, 6, 
2025/8/29, 70, 31, 9, 1, 3, 
2025/8/30, 49, 40, 7, 1, 2, 
2025/8/31, 59, 45, 8, 1, 3, 
2025/9/1, 57, 52, 7, 1, 1, 
2025/9/2, 52, 55, 9, 1, 3, 
2025/9/3, 58, 48, 3, 1, 3, 
2025/9/4, 53, 48, 6, 1, 3, 
2025/9/5, 54, 38, 7, 1, 3, 
2025/9/6, 51, 51, 6, 1, 3, 
2025/9/7, 60, 50, 9, 1, , 
2025/9/8, 54, 62, 10, 1, 1, 
2025/9/9, 70, 69, 17, 1, 3, 
2025/9/10, 86, 57, 83, 3, 3, 
2025/9/11, 47, 55, 4, 10, 71, 
2025/9/12, 58, 57, 8, 9, 1, 
2025/9/13, 67, 44, 11, 9, 1, 
2025/9/14, 77, 31, 5, 7, 2, 
2025/9/15, 57, 56, 1, 11, 6, 
2025/9/16, 87, 35, 12, 7, 1, 
2025/9/17, 53, 32, 9, 12, 2, 
2025/9/18, 45, 31, 7, 10, 1, 
2025/9/19, 53, 35, 10, 11, 4, 
2025/9/20, 53, 28, 7, 10, 3, 
2025/9/21, 62, 25, 2, 10, 2, 
2025/9/22, 52, 42, 12, 13, 2, 
2025/9/23, 71, 38, 9, 10, 6, 
2025/9/24, 50, 35, 11, 11, 5, 
2025/9/25, 45, 51, 8, 9, 2, 
2025/9/26, 67, 30, 6, , 1, 
2025/9/27, 55, 20, 22, 1, 1, 
2025/9/28, 43, 37, 19, 3, 8, 
2025/9/29, 56, 28, 9, 2, 2, 
2025/9/30, 50, 32, 8, 15, 1, 
2025/4/1, 130, 114, 42, , 3, 
2025/4/2, 155, 94, 82, , 2, 
2025/4/3, 138, 110, 29, , 1, 
2025/4/4, 102, 105, 26, 30, , 
2025/4/5, 131, 95, 37, 30, 1, 
2025/4/6, 117, 89, 41, 24, , 
2025/4/7, 118, 92, 75, 31, 4, 
2025/4/8, 128, 83, 46, 21, , 
2025/4/9, 110, 64, 31, 15, 3, 
2025/4/10, 81, 88, 24, 13, 7, 
2025/4/11, 95, 74, 26, 13, 1, 
2025/4/12, 80, 87, 27, 15, 3, 
2025/4/13, 82, 79, 40, 17, 3, 
2025/4/14, 92, 98, 27, 20, 4, 
2025/4/15, 98, 86, 21, 12, 10, 
2025/4/16, 77, 62, 25, 13, 8, 
2025/4/17, 73, 58, 30, 13, 9, 
2025/4/18, 64, 56, 28, 13, 25, 
2025/4/19, 65, , , , , 
2025/4/30, 85, 62, 21, 6, 23, 
2025/5/1, 69, 66, 27, 6, 6, 
2025/5/2, 73, 119, 21, 5, 9, 
2025/5/3, 65, 64, 21, 5, 20, 
2025/5/4, 65, 74, 17, 5, 2, 
2025/5/5, 78, 66, 33, 6, 68, 
2025/5/6, 72, 56, 17, 19, 5, 
2025/5/7, 70, 45, 29, 17, 1, 
2025/5/8, 59, 49, 25, 19, 2, 
2025/5/9, 51, 50, 27, 29, 3, 
2025/5/10, 51, 56, 39, 24, 1, 
2025/5/11, 55, 39, 19, 23, 1, 
2025/5/12, 54, 59, 19, 25, 2, 
2025/5/13, 65, 86, 21, 31, 5, 
2025/5/14, 111, 77, 25, 31, 2, 
2025/5/15, 100, 62, 16, 15, 2, 
2025/5/16, 65, 57, 14, 17, , 
2025/5/17, 63, 57, 18, 16, 1, 
2025/5/18, 56, 58, 16, 16, , 
2025/5/19, 59, 49, 16, 31, 4, 
2025/5/20, 62, 47, 33, 34, 1, 
2025/5/21, 67, 43, 7, 31, , 
2025/5/22, 62, 71, 5, 41, , 
2025/5/23, 102, 79, 6, 42, , 
2025/5/24, 113, 54, , 32, , 
2025/5/25, 83, 45, , 24, , 
2025/5/26, 94, 38, 1, 31, , 
2025/5/27, 67, 55, 82, 46, , 
2025/5/28, 79, 69, 1, 27, , 
2025/5/29, 85, 71, 20, 13, , 
2025/5/30, 70, 65, 5, 15, , 
2025/5/31, 67, 51, 4, 19, , 
2025/6/1, 62, 60, 4, 18, , 
2025/6/2, 64, 52, 30, 12, , 
2025/6/3, 74, 42, 14, 15, , 
2025/6/4, 64, 82, 15, 22, , 
2025/6/5, 96, 82, 11, 18, , 
2025/6/6, 110, 51, 16, 16, , 
2025/6/7, 71, 69, 14, 17, , 
2025/6/8, 97, 70, 7, 11, , 
2025/6/9, 78, 56, 8, 11, , 
2025/6/10, 65, 47, 8, 11, , 
2025/6/11, 48, 49, 7, 12, , 
2025/6/12, 52, 48, 16, 15, , 
2025/6/13, 69, 59, 8, 13, , 
2025/6/14, 66, 33, 8, 17, , 
2025/6/15, 71, 17, 19, 12, , 
2025/6/16, 41, 61, 11, 8, , 
2025/6/17, 68, 32, 17, 10, , 
2025/6/18, 45, 43, 13, 7, 4, 
2025/6/19, 54, 50, 9, 6, 3, 
2025/6/20, 54, 53, 10, 6, , 
2025/6/21, 50, 52, 10, 6, 1, 
2025/6/22, 53, 54, 11, 6, , 
2025/6/23, 60, 51, 11, 7, , 
2025/6/24, 58, 56, 10, 6, 1, 
2025/6/25, 69, 56, 8, 7, , 
2025/6/26, 71, 57, 10, 6, , 
2025/6/27, 65, 62, 14, 7, , 
2025/6/28, 77, 52, 10, 6, 4, 
2025/6/29, 63, 56, 8, 7, , 
2025/6/30, 62, 53, 9, 5, 5, 
2025/3/12, 163, 112, 49, 24, 5, 
2025/3/13, 163, 105, 67, 16, , 
2025/3/14, 161, 76, 62, 3, , 
2025/3/15, 95, 103, 36, 5, 4, 
2025/3/16, 109, 95, 40, 6, 2, 
2025/3/17, 122, 94, 54, , 1, 
2025/3/18, 99, 81, 36, , 4, 
2025/3/19, 105, 93, 45, , 3, 
2025/3/20, 111, 87, 51, , 4, 
2025/3/21, 103, 90, 19, , , 
2025/3/22, 80, 105, 33, , 1, 
2025/3/23, 114, 87, 60, , , 
2025/3/24, 131, 95, 44, , , 
2025/3/25, 127, 65, 31, , , 
2025/3/26, 91, 62, 27, , 3, 
2025/3/27, 65, 96, 17, 58, 1, 
2025/3/28, 95, 148, 43, 1, 6, 
2025/3/29, 147, 140, 83, , 3, 
2025/3/30, 142, 124, 84, , 3, 
2025/3/31, 122, 109, 66, , 3, 
2024/7/1, 85, 59, 9, 11, 3, 
2024/7/2, 77, 51, 74, 11, 5, 
2024/7/3, 79, 43, 6, 9, 5, 
2024/7/4, 86, 38, 5, 7, 3, 
2024/7/5, 82, 54, 6, 9, 3, 
2024/7/6, 88, 51, 6, 7, 3, 
2024/7/7, 98, 75, 4, 10, 1, 
2024/7/8, 112, , 4, 15, 6, 
2024/4/1, 104, , , , , 
2024/4/3, 99, 55, 7, 22, 5, 14
2024/4/4, 120, 90, 21, 17, 51, 
2024/4/5, 119, , , , , 
2024/4/7, 117, 54, 16, 14, 17, 9
2024/4/8, 96, 77, 11, 15, 7, 7
2024/4/9, 132, 64, 11, 15, 8, 6
2024/4/10, 124, 76, 13, 15, 8, 6
2024/4/11, 114, , , , , 
2024/4/13, 97, 71, 8, 12, 7, 4
2024/4/14, 95, 62, 16, 38, 23, 5
2024/4/15, 133, 81, 20, 26, 8, 9
2024/4/16, 157, 174, 14, 15, 10, 10
2024/4/17, 120, 157, 11, 23, 3, 8
2024/4/18, 143, 163, 7, 37, 4, 4
2024/4/19, 129, 89, 8, 14, , 10
2024/4/20, 162, 77, 9, 14, , 13
2024/4/21, 128, 81, 10, 14, 7, 8
2024/4/22, 117, 79, 9, 28, 4, 4
2024/4/23, 126, 88, 8, 14, 3, 4
2024/4/24, 147, 137, 7, 13, 13, 2
2024/4/25, 136, , , , , 
2024/4/27, 141, 111, 36, 15, 4, 3
2024/4/28, 167, 98, 10, 16, 3, 6
2024/4/29, 157, 95, 12, 16, 2, 7
2024/4/30, 154, 103, 11, 11, 1, 5
2024/5/1, 129, 346, 31, 8, 1, 8
2024/5/2, 140, 60, 10, 21, 4, 11
2024/5/3, 98, 168, 6, 10, 1, 9
2024/5/4, 116, , , , , 
2024/5/7, 107, 93, 11, 13, , 9
2024/5/8, 76, 59, 10, 9, , 2
2024/5/9, 64, 82, 12, 18, , 2
2024/5/10, 67, 118, 6, 10, , 12
2024/5/11, 34, , , , , 
2024/5/13, 111, 91, , 22, , 7
2024/5/14, 171, 90, , 28, , 13
2024/5/15, 176, , 19, 21, 6, 2
2024/5/16, 72, , 34, 20, 4, 2
2024/5/17, 79, 55, 15, 15, 4, 
2024/5/18, 67, 58, 16, 15, 4, 
2024/5/19, 77, 39, 13, 14, 4, 
2024/5/20, 49, 35, 13, 15, 6, 
2024/5/21, 59, 16, 12, 15, 1, 
2024/5/22, 57, , , , , 
2024/5/24, 63, 26, 11, 13, 5, 
2024/5/25, 60, 26, 11, 12, 5, 
2024/5/26, 68, 36, 10, 12, 5, 
2024/5/27, 69, 23, 10, 10, 4, 
2024/5/28, 54, 33, 12, 10, 4, 
2024/5/29, 67, 46, 12, 10, 5, 
2024/5/30, 71, 54, 12, 10, 6, 
2024/5/31, 61, 47, 13, 10, 5, 
2024/6/1, 18, 37, 14, 9, 5, 
2024/6/2, 59, 66, 11, 11, 4, 
2024/6/3, 72, 71, 12, 11, 5, 
2024/6/4, 73, 52, 10, 11, 4, 
2024/6/5, 95, 53, 7, 11, 3, 
2024/6/6, 56, 60, 10, 10, 5, 
2024/6/7, 67, 65, 14, 12, 5, 
2024/6/8, 67, 47, 5, 11, 7, 
2024/6/9, 69, 24, 20, 14, 4, 
2024/6/10, 80, 32, 13, 14, 6, 
2024/6/11, 79, 36, 12, 11, 3, 
2024/6/12, 53, 27, 11, 11, 5, 
2024/6/13, 46, 34, 12, 13, 6, 
2024/6/14, 52, 42, 16, 13, 6, 
2024/6/15, 61, 46, 15, 12, 6, 
2024/6/16, 64, 40, 9, 15, 4, 
2024/6/17, 55, 37, 9, 12, 4, 
2024/6/18, 85, 38, 10, 10, 4, 
2024/6/19, 88, 47, 7, 10, 2, 
2024/6/20, 85, 38, 9, 13, 4, 
2024/6/21, 74, 51, 4, 14, 3, 
2024/6/22, 77, 55, 17, 14, 3, 
2024/6/23, 90, 37, 18, 12, 6, 
2024/6/24, 61, 42, 16, 13, 6, 
2024/6/25, 65, 32, 16, 12, 7, 
2024/6/26, 60, 24, 11, 10, 2, 
2024/6/27, 53, 38, 11, 10, 3, 
2024/6/28, 62, 53, 8, 9, 3, 
2024/6/29, 72, 57, 8, 10, 1, 
2024/6/30, 81, 58, 9, 10, 3, 
2024/1/1, 136, 68, 23, 18, 1, 13
2024/1/2, 150, 63, 27, 32, 5, 15
2024/1/3, 135, 72, 17, 18, 5, 16
2024/1/4, 147, 72, 29, 28, 5, 14
2024/1/5, 161, 80, 20, 22, 4, 14
2024/1/6, 144, 79, 27, 33, 7, 14
2024/1/7, 137, 67, 22, 34, 8, 9
2024/1/8, 106, 81, 26, 36, 16, 12
2024/1/16, 30, 48, 28, 24, , 7
2024/1/17, 50, 49, 18, 17, , 7
2024/1/18, 52, 60, 18, 18, 1, 8
2024/1/19, 67, 76, 18, 20, 10, 10
2024/1/20, 75, 58, 30, 26, 5, 8
2024/1/21, 59, 74, 26, 39, 4, 7
2024/1/22, 72, 64, 19, 16, 3, 4
2024/1/23, 63, 57, 19, 25, 7, 7
2024/1/24, 51, 95, 17, 20, 8, 15
2024/1/25, 130, 107, 30, 5, 8, 22
2024/1/26, 166, 101, 1, 4, 19, 19
2024/1/27, 162, 119, 1, 9, 18, 20
2024/1/28, 157, 108, , 5, 7, 23
2024/1/29, 164, 105, , 5, 16, 26
2024/1/30, 170, 95, 55, 9, 15, 21
2024/1/31, 161, 87, 4, 8, 5, 18
2024/2/1, 160, 61, 12, 5, 9, 18
2024/2/2, 115, 89, 1, 6, 1, 20
2024/2/3, 162, 94, 46, 10, 17, 25
2024/2/4, 173, 69, 11, 11, 31, 23
2024/2/5, 169, , 11, 10, 38, 23
2024/2/6, 167, 97, 43, 16, 5, 13
2024/2/7, 165, 71, 11, 24, 3, 12
2024/2/8, 160, 71, 13, 50, 12, 12
2024/2/9, 146, 72, 29, 26, 3, 16
2024/2/10, 134, 81, 36, 44, 13, 17
2024/2/11, 138, 77, 21, 26, 5, 19
2024/2/12, 155, 75, 14, 34, 4, 18
2024/2/13, 150, 79, 28, 35, 6, 17
2024/2/14, 151, 82, 15, 34, 2, 16
2024/2/15, 154, 104, 16, 39, 15, 20
2024/2/16, 177, 104, 20, 42, 6, 24
2024/2/17, 168, 123, 6, 27, 2, 12
2024/2/18, 153, 70, 8, 26, 3, 13
2024/2/19, 119, 64, 5, 20, 2, 12
2024/2/20, 72, 48, 7, 33, 1, 18
2024/2/21, 69, 52, 7, 20, 1, 18
2024/2/22, 84, 54, 9, 21, 4, 19
2024/2/23, 95, 61, 9, 47, 3, 18
2024/2/24, 112, 74, 15, 23, 4, 21
2024/2/25, 127, 77, 33, 31, 6, 26
2024/2/26, 154, 90, 36, 70, 15, 26
2024/2/27, 162, 83, 18, 47, 3, 4
2024/2/28, 152, 87, 20, 26, 10, 4
2024/2/29, 152, 88, 28, 59, 8, 9
2024/3/1, 161, 57, 14, 31, 9, 4
2024/3/2, 103, 57, 14, 27, 1, 2
2024/3/3, 68, 44, 11, 19, , 2
2024/3/4, 67, 66, 36, 49, 5, 9
2024/3/5, 145, 68, 35, 27, 9, 10
2024/3/6, 148, 70, 21, 28, 9, 5
2024/3/7, 143, 72, 13, 24, 3, 7
2024/3/8, 137, 69, 21, 26, 2, 9
2024/3/9, 124, 80, 8, 27, 2, 10
2024/3/10, 59, 63, 5, 29, 1, 11
2024/3/11, 57, 67, 21, 26, 2, 8
2024/3/12, 143, 57, 21, 45, 4, 9
2024/3/13, 111, 47, 9, 22, 2, 10
2024/3/14, 109, , , , , 
2024/3/16, 118, 84, 16, 15, 2, 4
2024/3/17, 114, 71, 27, 30, , 4
2024/3/18, 102, 73, 35, 41, 5, 6
2024/3/19, 124, 67, 19, 28, 12, 8
2024/3/20, 120, 75, 22, 27, 4, 9
2024/3/21, 129, 83, 15, 28, 6, 8
2024/3/22, 147, 67, 47, 22, 10, 9
2024/3/23, 130, 61, 11, 17, 3, 4
2024/3/24, 89, 61, 13, 18, 3, 8
2024/3/25, 137, 62, 23, 21, 3, 5
2024/3/26, 82, 71, 19, 34, 11, 7
2024/3/27, 93, 65, 7, 37, 4, 5
2024/3/28, 90, 63, 5, 22, 3, 6
2024/3/29, 106, 93, 10, 20, 16, 5
2024/3/30, 107, 80, 26, 19, 22, 7
2024/3/31, 90, 77, 26, 18, 24, 9
2023/10/1, 93, 53, 5, 5, 6, 8
2023/10/2, 120, 89, 4, 5, 4, 8
2023/10/3, 161, 98, 5, 6, 7, 8
2023/10/4, 167, 102, 5, 6, 6, 8
2023/10/5, 167, 100, 4, 7, 5, 9
2023/10/6, 160, 94, 4, 7, 4, 10
2023/10/7, 157, 103, 5, 10, 5, 11
2023/10/8, 164, 110, 5, 10, 7, 12
2023/10/9, 166, 80, 4, 7, 7, 10
2023/10/10, 134, 65, 5, 8, 7, 10
2023/10/11, 111, 58, 5, 9, 7, 9
2023/10/12, 95, 70, 7, 9, 8, 12
2023/10/13, 101, 186, 7, 10, 9, 18
2023/10/14, 193, 139, 7, 6, 8, 13
2023/10/15, 175, 191, 7, 6, 9, 14
2023/10/16, 207, 259, 8, 6, 10, 16
2023/10/17, 232, 294, 7, 7, 9, 15
2023/10/18, 236, 390, 8, 11, 8, 15
2023/10/19, 272, 401, 9, 11, 8, 16
2023/10/20, 286, 57, 8, 10, 8, 14
2023/10/21, 84, 79, 9, 13, 10, 16
2023/10/22, 138, 75, 8, 14, 9, 20
2023/10/23, 128, 104, 9, 14, 8, 
2023/10/24, 167, 99, 9, 15, 8, 
2023/10/25, 165, 99, 9, 11, 11, 
2023/10/26, 164, 53, 5, 17, 8, 9
2023/10/27, 99, 58, 6, 17, 8, 10
2023/10/28, 113, 62, 6, 13, 9, 9
2023/10/29, 122, 57, 7, 12, 8, 10
2023/10/30, 110, 53, 7, , 10, 10
2023/10/31, 102, 61, 8, 22, 11, 10
2023/11/1, 105, 63, 8, 14, 13, 9
2023/11/2, 90, 106, 8, 30, 12, 12
2023/11/3, 145, 78, 8, 41, 12, 25
2023/11/4, 113, 85, 10, 37, 12, 23
2023/11/5, 112, 91, 11, 48, 9, 25
2023/11/6, 120, 83, 8, 45, 9, 24
2023/11/7, 138, 75, 8, 35, 8, 21
2023/11/8, 98, 66, 10, 29, 10, 11
2023/11/9, 85, 51, 9, 20, 6, 3
2023/11/10, 63, 62, 10, 34, 5, 9
2023/11/11, 80, , , , , 
2023/11/19, 123, 65, 7, 18, 3, 14
2023/11/20, 97, , , , , 
2023/11/22, 120, 75, 7, 12, 1, 7
2023/11/23, 117, 101, 9, 49, 2, 15
2023/11/24, 154, 70, 7, 29, 3, 11
2023/11/25, 107, 79, 12, 14, 4, 8
2023/11/26, 105, 45, 7, 9, 3, 3
2023/11/27, 70, 46, 7, 13, 1, 5
2023/11/28, 72, 61, 11, 24, 5, 6
2023/11/29, 91, 65, 8, 13, 1, 6
2023/11/30, 98, 79, 9, 24, 5, 8
2023/12/1, 122, 123, 14, 19, 3, 11
2023/12/2, 143, 98, 20, 32, 6, 11
2023/12/3, 130, 80, 15, 33, 4, 8
2023/12/4, 126, 84, 19, 15, 2, 7
2023/12/5, 132, , , , , 
2023/12/7, 91, 69, 20, 25, 7, 7
2023/12/8, 105, 65, 15, 18, 2, 6
2023/12/9, 100, 8, 15, 17, 2, 8
2023/12/10, 23, 6, 15, 33, 1, 5
2023/12/11, 21, 7, 16, 16, 2, 4
2023/12/12, 23, 72, 14, 53, 4, 
2023/12/13, 111, , , , , 
2023/12/14, 11, 94, 12, 34, 4, 16
2023/12/15, 141, 78, 15, 17, 5, 6
2023/12/16, 122, 79, 19, 12, 6, 4
2023/12/17, 123, 78, 18, 8, 4, 2
2023/12/18, 121, 83, 28, 32, 14, 9
2023/12/19, 128, 78, 14, 9, 6, 2
2023/12/20, 121, 98, 16, 20, 16, 9
2023/12/21, 148, 108, 17, 25, 17, 16
2023/12/22, 155, 106, 16, 16, 18, 12
2023/12/23, 154, 102, 17, 39, 16, 13
2023/12/24, 151, 96, 23, 26, 34, 11
2023/12/25, 152, 106, 22, 28, 9, 14
2023/12/26, 163, 91, 14, 24, 6, 14
2023/12/27, 164, 98, 24, 50, 20, 21
2023/12/28, 175, 74, 24, 21, 10, 18
2023/12/29, 171, 66, 27, 40, 19, 19
2023/12/30, 139, 70, 16, 20, 25, 13
2023/12/31, 113, 68, 24, 39, 6, 18
2023/7/1, 67, 32, 29, 1, 2, 20
2023/7/2, 73, 21, 33, 1, 3, 20
2023/7/3, 53, 17, 33, 2, 2, 21
2023/7/4, 46, 16, 30, 2, 6, 15
2023/7/5, 43, 5, 29, 3, 14, 8
2023/7/6, 16, 5, 31, 17, 14, 7
2023/7/7, 16, 15, 26, 3, 17, 6
2023/7/8, 44, 14, 25, 3, 16, 5
2023/7/9, 39, 14, 21, 3, 16, 5
2023/7/10, 40, 18, 21, 3, 16, 5
2023/7/11, 47, , 23, 3, 14, 4
2023/7/13, 230, 9, 27, 4, 15, 7
2023/7/14, 28, 12, 32, 4, 15, 7
2023/7/15, 33, 13, 29, 3, 17, 5
2023/7/16, 37, 11, 27, 4, 18, 7
2023/7/17, 32, 10, 28, 4, 15, 7
2023/7/18, 30, 12, 28, 4, 15, 5
2023/7/19, 38, 17, 29, 3, 16, 6
2023/7/20, 48, 9, 29, 3, 15, 6
2023/7/21, 28, 8, 30, , 17, 7
2023/7/22, 25, 8, 32, , 16, 4
2023/7/23, 23, 9, 32, 3, 10, 6
2023/7/24, 26, 10, 35, 3, , 8
2023/7/25, 29, 6, 36, 3, 5, 12
2023/7/26, 18, 9, 34, 2, , 11
2023/7/27, 27, 8, 33, 2, 13, 11
2023/7/28, 24, 10, 34, 3, 28, 14
2023/7/29, 29, 18, 34, 2, 24, 13
2023/7/30, 47, 16, 33, 2, 22, 12
2023/7/31, 44, 18, 33, 3, 26, 11
2023/8/1, 50, 18, 33, 2, 20, 11
2023/8/2, 49, 19, 36, 2, 17, 10
2023/8/3, 51, 16, 32, 2, 23, 10
2023/8/4, 45, 24, 32, 2, 23, 11
2023/8/5, 60, 22, 33, 2, 20, 11
2023/8/6, 56, 23, 34, 2, 18, 10
2023/8/7, 58, 24, 34, 2, 20, 11
2023/8/8, 60, 24, 34, 2, 21, 11
2023/8/9, 61, 15, 33, 2, 18, 9
